Date,Product ID,Category,Region,Units Sold,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year
2025-01-28,P0023,Groceries,South,189,54.55,5,Cloudy,0,60.46,Winter,2025
2025-01-28,P0024,Electronics,International,267,370.2,0,Foggy,1,379.79,Winter,2025
2025-01-28,P0025,Clothing,South,341,127.05,0,Snowy,0,122.62,Winter,2025
2025-01-28,P0026,Home Appliances,Central,0,396.85,0,Rainy,0,339.51,Winter,2025
2025-01-28,P0027,Home Appliances,North,175,346.38,0,Rainy,1,331.1,Winter,2025
2025-01-28,P0028,Clothing,West,296,121.43,10,Snowy,1,100.71,Winter,2025
2025-01-28,P0029,Clothing,West,197,145.29,10,Sunny,0,150.34,Winter,2025
2025-01-28,P0030,Toys,West,169,55.18,5,Sunny,0,45.92,Winter,2025
2025-01-28,P0031,Sports,Central,50,169.12,10,Sunny,0,171.86,Winter,2025
2025-01-28,P0032,Toys,North,3,80.92,10,Snowy,0,91.13,Winter,2025
2025-01-28,P0033,Toys,North,125,61.08,0,Snowy,1,57.26,Winter,2025
2025-01-28,P0034,Electronics,West,50,1.0,5,Sunny,0,0.89,Winter,2025
2025-01-28,P0035,Electronics,North,135,333.41,0,Cloudy,0,306.72,Winter,2025
2025-01-28,P0036,Beauty,West,577,27.79,0,Cloudy,1,28.0,Winter,2025
2025-01-28,P0037,Clothing,West,0,98.72,5,Cloudy,1,79.9,Winter,2025
2025-01-28,P0038,Clothing,International,352,120.67,10,Cloudy,1,99.49,Winter,2025
2025-01-28,P0039,Clothing,West,356,30.98,0,Windy,1,32.85,Winter,2025
2025-01-28,P0040,Beauty,Central,464,61.97,0,Cloudy,1,50.82,Winter,2025
2025-01-28,P0041,Clothing,South,286,55.94,5,Sunny,0,56.69,Winter,2025
2025-01-28,P0042,Furniture,South,0,476.15,5,Cloudy,1,523.91,Winter,2025
2025-01-28,P0043,Home Appliances,Central,90,205.49,10,Cloudy,0,184.08,Winter,2025
2025-01-28,P0044,Home Appliances,East,182,338.86,0,Cloudy,1,355.47,Winter,2025
2025-01-28,P0045,Electronics,International,202,642.63,5,Rainy,0,539.67,Winter,2025
2025-01-28,P0046,Sports,Central,0,142.89,10,Rainy,0,126.69,Winter,2025
2025-01-28,P0047,Toys,International,23,40.39,0,Cloudy,0,39.79,Winter,2025
2025-01-28,P0048,Electronics,East,88,1.0,0,Sunny,0,0.82,Winter,2025
2025-01-28,P0049,Home Appliances,International,105,453.77,0,Rainy,1,380.26,Winter,2025
2025-01-28,P0050,Beauty,Central,229,53.96,10,Cloudy,0,49.34,Winter,2025
2025-01-28,P0051,Clothing,South,236,42.44,0,Rainy,0,36.56,Winter,2025
2025-01-28,P0052,Clothing,North,290,64.47,10,Snowy,0,61.14,Winter,2025
2025-01-28,P0053,Sports,North,0,165.69,5,Cloudy,0,136.81,Winter,2025
2025-01-28,P0054,Groceries,East,104,34.0,0,Windy,1,36.94,Winter,2025
2025-01-28,P0055,Groceries,International,15,57.66,0,Cloudy,0,56.66,Winter,2025
2025-01-28,P0056,Sports,East,0,136.0,5,Snowy,1,146.67,Winter,2025
2025-01-28,P0057,Groceries,North,442,54.69,0,Snowy,1,44.87,Winter,2025
2025-01-28,P0058,Groceries,East,220,79.33,0,Cloudy,1,70.14,Winter,2025
2025-01-28,P0059,Sports,International,36,102.82,0,Sunny,0,114.38,Winter,2025
2025-01-28,P0060,Groceries,International,272,69.85,0,Cloudy,1,58.41,Winter,2025
2025-01-28,P0061,Sports,South,0,251.43,0,Foggy,0,202.67,Winter,2025
2025-01-28,P0062,Home Appliances,Central,317,37.69,0,Sunny,0,32.21,Winter,2025
2025-01-28,P0063,Beauty,International,411,29.04,0,Sunny,0,25.99,Winter,2025
2025-01-28,P0064,Home Appliances,East,110,59.75,5,Windy,1,61.21,Winter,2025
2025-01-28,P0065,Clothing,South,422,51.85,0,Rainy,0,53.13,Winter,2025
2025-01-28,P0066,Groceries,South,433,59.2,5,Sunny,0,60.55,Winter,2025
2025-01-28,P0067,Home Appliances,Central,13,319.31,0,Sunny,0,264.38,Winter,2025
2025-01-28,P0068,Beauty,Central,497,1.0,0,Cloudy,1,0.93,Winter,2025
2025-01-28,P0069,Toys,North,41,115.58,0,Windy,1,131.45,Winter,2025
2025-01-28,P0070,Sports,East,0,298.83,10,Snowy,0,311.87,Winter,2025
2025-01-28,P0071,Groceries,South,181,76.79,0,Cloudy,1,80.01,Winter,2025
2025-01-28,P0072,Furniture,East,79,365.9,0,Cloudy,0,372.82,Winter,2025
2025-01-28,P0073,Clothing,Central,291,75.87,0,Rainy,0,70.84,Winter,2025
2025-01-28,P0074,Toys,North,112,69.77,10,Sunny,1,76.58,Winter,2025
2025-01-28,P0075,Home Appliances,South,58,307.39,0,Rainy,0,271.0,Winter,2025
2025-01-28,P0076,Home Appliances,Central,135,454.1,10,Snowy,0,371.32,Winter,2025
2025-01-28,P0077,Clothing,North,0,88.47,0,Foggy,0,76.0,Winter,2025
2025-01-28,P0078,Beauty,International,265,26.48,10,Rainy,0,26.62,Winter,2025
2025-01-28,P0079,Toys,East,176,101.6,10,Cloudy,1,90.82,Winter,2025
2025-01-28,P0080,Toys,South,131,70.93,10,Sunny,1,63.51,Winter,2025
2025-01-28,P0081,Groceries,South,313,71.45,5,Sunny,0,71.27,Winter,2025
2025-01-28,P0082,Electronics,Central,109,933.06,5,Snowy,0,870.98,Winter,2025
2025-01-28,P0083,Clothing,South,290,105.54,0,Snowy,0,96.22,Winter,2025
2025-01-28,P0084,Furniture,East,77,308.91,10,Rainy,1,267.32,Winter,2025
2025-01-28,P0085,Toys,Central,409,60.5,0,Snowy,0,62.29,Winter,2025
2025-01-28,P0086,Home Appliances,South,114,371.29,0,Cloudy,0,412.54,Winter,2025
2025-01-28,P0087,Electronics,North,131,451.13,0,Rainy,0,400.65,Winter,2025
2025-01-28,P0088,Electronics,West,198,283.02,5,Cloudy,0,317.58,Winter,2025
2025-01-28,P0089,Beauty,International,139,81.46,0,Rainy,1,84.68,Winter,2025
2025-01-28,P0090,Furniture,North,59,365.62,10,Cloudy,0,411.8,Winter,2025
2025-01-28,P0091,Clothing,Central,436,38.89,0,Snowy,1,35.33,Winter,2025
2025-01-28,P0092,Clothing,Central,276,117.52,0,Snowy,1,122.48,Winter,2025
2025-01-28,P0093,Beauty,Central,37,37.86,10,Cloudy,0,35.0,Winter,2025
2025-01-28,P0094,Electronics,International,176,167.05,10,Cloudy,1,188.31,Winter,2025
2025-01-28,P0095,Home Appliances,West,121,165.51,5,Rainy,0,148.94,Winter,2025
2025-01-28,P0096,Toys,North,269,66.37,5,Sunny,0,63.44,Winter,2025
2025-01-28,P0097,Home Appliances,Central,100,247.8,0,Cloudy,1,250.03,Winter,2025
2025-01-28,P0098,Electronics,South,0,312.52,0,Cloudy,0,297.94,Winter,2025
2025-01-28,P0099,Electronics,South,166,53.88,0,Sunny,0,52.55,Winter,2025
2025-01-28,P0100,Sports,North,92,245.28,0,Snowy,0,254.56,Winter,2025
2025-01-29,P0001,Electronics,South,250,269.33,10,Rainy,1,289.88,Winter,2025
2025-01-29,P0002,Sports,West,154,133.54,5,Snowy,0,149.36,Winter,2025
2025-01-29,P0003,Furniture,International,93,192.05,0,Sunny,0,189.03,Winter,2025
2025-01-29,P0004,Electronics,South,165,333.36,5,Cloudy,0,345.14,Winter,2025
2025-01-29,P0005,Clothing,International,95,67.67,0,Sunny,0,58.65,Winter,2025
2025-01-29,P0006,Sports,Central,26,90.6,0,Cloudy,0,101.63,Winter,2025
2025-01-29,P0007,Beauty,International,517,19.17,0,Cloudy,0,19.5,Winter,2025
2025-01-29,P0008,Home Appliances,South,31,172.64,0,Snowy,1,163.86,Winter,2025
2025-01-29,P0009,Home Appliances,International,103,390.99,10,Sunny,0,401.43,Winter,2025
2025-01-29,P0010,Home Appliances,East,131,460.7,0,Cloudy,0,385.51,Winter,2025
2025-01-29,P0011,Home Appliances,Central,108,212.62,0,Cloudy,0,209.39,Winter,2025
2025-01-29,P0012,Toys,International,398,47.4,10,Rainy,0,51.46,Winter,2025
2025-01-29,P0013,Beauty,West,337,27.73,5,Foggy,0,24.79,Winter,2025
2025-01-29,P0014,Furniture,International,149,290.37,0,Sunny,0,253.44,Winter,2025
2025-01-29,P0015,Toys,North,258,88.58,5,Snowy,0,79.77,Winter,2025
2025-01-29,P0016,Electronics,West,334,343.27,10,Windy,0,319.23,Winter,2025
2025-01-29,P0017,Groceries,Central,337,76.71,10,Cloudy,0,65.89,Winter,2025
2025-01-29,P0018,Sports,South,84,277.83,5,Rainy,0,250.97,Winter,2025
2025-01-29,P0019,Groceries,South,311,39.12,0,Sunny,1,38.07,Winter,2025
2025-01-29,P0020,Home Appliances,East,120,279.79,10,Foggy,0,241.85,Winter,2025
2025-01-29,P0021,Clothing,North,375,113.0,5,Rainy,1,125.81,Winter,2025
2025-01-29,P0022,Beauty,International,208,56.13,0,Sunny,1,54.38,Winter,2025
2025-01-29,P0023,Electronics,International,125,17.4,5,Rainy,0,16.35,Winter,2025
2025-01-29,P0024,Clothing,West,269,1.0,0,Rainy,0,0.8,Winter,2025
2025-01-29,P0025,Sports,East,50,124.92,0,Cloudy,1,126.83,Winter,2025
2025-01-29,P0026,Sports,Central,56,104.67,10,Cloudy,0,107.79,Winter,2025
2025-01-29,P0027,Home Appliances,Central,87,231.29,10,Cloudy,1,188.61,Winter,2025
2025-01-29,P0028,Home Appliances,International,128,157.9,0,Foggy,1,152.68,Winter,2025
2025-01-29,P0029,Clothing,International,543,114.41,0,Foggy,1,131.47,Winter,2025
2025-01-29,P0030,Groceries,South,541,1.0,0,Cloudy,0,0.95,Winter,2025
2025-01-29,P0031,Groceries,East,214,60.57,0,Cloudy,1,66.31,Winter,2025
2025-01-29,P0032,Toys,North,407,37.23,10,Rainy,1,36.28,Winter,2025
2025-01-29,P0033,Furniture,South,88,82.14,0,Rainy,0,73.0,Winter,2025
2025-01-29,P0034,Furniture,East,12,270.9,10,Rainy,0,232.47,Winter,2025
2025-01-29,P0035,Toys,Central,3,53.38,5,Rainy,1,53.49,Winter,2025
2025-01-29,P0036,Home Appliances,Central,144,68.62,0,Snowy,0,55.79,Winter,2025
2025-01-29,P0037,Home Appliances,West,111,198.71,10,Foggy,0,161.89,Winter,2025
2025-01-29,P0038,Groceries,South,425,40.7,10,Cloudy,0,36.72,Winter,2025
2025-01-29,P0039,Sports,South,329,101.3,5,Sunny,0,99.37,Winter,2025
2025-01-29,P0040,Electronics,Central,338,249.35,0,Cloudy,0,233.68,Winter,2025
2025-01-29,P0041,Home Appliances,International,227,312.54,0,Sunny,0,358.3,Winter,2025
2025-01-29,P0042,Sports,South,66,204.76,0,Cloudy,1,178.23,Winter,2025
2025-01-29,P0043,Furniture,East,24,743.9,0,Rainy,0,670.46,Winter,2025
2025-01-29,P0044,Beauty,East,248,89.9,0,Cloudy,0,92.48,Winter,2025
2025-01-29,P0045,Beauty,International,411,98.65,10,Sunny,0,97.86,Winter,2025
2025-01-29,P0046,Beauty,North,192,103.62,10,Rainy,1,116.94,Winter,2025
2025-01-29,P0047,Groceries,Central,207,69.66,0,Snowy,1,56.58,Winter,2025
2025-01-29,P0048,Electronics,South,255,497.76,10,Sunny,0,512.01,Winter,2025
2025-01-29,P0049,Groceries,Central,343,57.54,0,Snowy,0,50.72,Winter,2025
2025-01-29,P0050,Electronics,Central,107,680.19,10,Cloudy,0,724.0,Winter,2025
2025-01-29,P0051,Toys,Central,104,61.21,10,Cloudy,0,56.66,Winter,2025
2025-01-29,P0052,Toys,International,115,136.18,10,Rainy,0,110.8,Winter,2025
2025-01-29,P0053,Clothing,North,312,70.31,0,Snowy,0,69.54,Winter,2025
2025-01-29,P0054,Groceries,North,427,76.05,0,Rainy,0,83.11,Winter,2025
2025-01-29,P0055,Groceries,South,226,50.93,10,Rainy,0,51.76,Winter,2025
2025-01-29,P0056,Electronics,West,106,642.85,0,Snowy,1,592.74,Winter,2025
2025-01-29,P0057,Sports,North,254,257.73,5,Snowy,0,246.63,Winter,2025
2025-01-29,P0058,Beauty,East,431,37.93,10,Sunny,1,40.59,Winter,2025
2025-01-29,P0059,Clothing,West,301,95.92,5,Sunny,0,80.16,Winter,2025
2025-01-29,P0060,Electronics,Central,116,567.01,10,Rainy,1,475.98,Winter,2025
2025-01-29,P0061,Furniture,West,186,208.88,0,Snowy,0,190.85,Winter,2025
2025-01-29,P0062,Groceries,Central,130,23.91,10,Cloudy,0,23.72,Winter,2025
2025-01-29,P0063,Groceries,International,275,57.14,0,Windy,1,58.0,Winter,2025
2025-01-29,P0064,Clothing,North,459,33.1,5,Snowy,0,33.65,Winter,2025
2025-01-29,P0065,Electronics,Central,28,541.8,0,Foggy,0,565.46,Winter,2025
2025-01-29,P0066,Furniture,North,25,234.79,10,Rainy,1,248.02,Winter,2025
2025-01-29,P0067,Clothing,West,358,105.52,10,Cloudy,0,110.68,Winter,2025
2025-01-29,P0068,Groceries,West,279,47.11,5,Rainy,0,43.69,Winter,2025
2025-01-29,P0069,Clothing,West,382,96.56,0,Sunny,0,102.95,Winter,2025
2025-01-29,P0070,Sports,International,103,160.03,10,Rainy,0,141.8,Winter,2025
2025-01-29,P0071,Sports,North,187,167.19,10,Snowy,0,162.03,Winter,2025
2025-01-29,P0072,Groceries,North,101,107.19,5,Sunny,0,96.95,Winter,2025
2025-01-29,P0073,Home Appliances,Central,186,613.97,0,Cloudy,1,579.26,Winter,2025
2025-01-29,P0074,Home Appliances,International,63,112.41,10,Foggy,0,101.73,Winter,2025
2025-01-29,P0075,Groceries,South,203,63.8,0,Rainy,1,60.84,Winter,2025
2025-01-29,P0076,Sports,East,135,141.54,5,Windy,0,115.58,Winter,2025
2025-01-29,P0077,Electronics,South,167,383.42,5,Cloudy,0,418.16,Winter,2025
2025-01-29,P0078,Home Appliances,North,39,505.51,0,Snowy,0,515.64,Winter,2025
2025-01-29,P0079,Furniture,East,143,241.92,0,Cloudy,0,217.71,Winter,2025
2025-01-29,P0080,Electronics,North,77,1.0,0,Rainy,1,0.86,Winter,2025
2025-01-29,P0081,Electronics,International,217,889.57,0,Rainy,0,941.67,Winter,2025
2025-01-29,P0082,Groceries,South,213,28.99,0,Sunny,1,27.06,Winter,2025
2025-01-29,P0083,Home Appliances,International,105,255.4,10,Sunny,1,248.13,Winter,2025
2025-01-29,P0084,Toys,East,109,69.13,0,Foggy,0,61.2,Winter,2025
2025-01-29,P0085,Electronics,International,98,299.05,0,Sunny,0,300.42,Winter,2025
2025-01-29,P0086,Groceries,West,145,51.67,0,Rainy,0,52.53,Winter,2025
2025-01-29,P0087,Electronics,West,0,711.42,0,Foggy,0,640.78,Winter,2025
2025-01-29,P0088,Sports,South,114,138.08,10,Sunny,0,117.39,Winter,2025
2025-01-29,P0089,Beauty,Central,0,79.25,5,Rainy,0,83.99,Winter,2025
2025-01-29,P0090,Home Appliances,West,66,150.77,5,Sunny,0,131.71,Winter,2025
2025-01-29,P0091,Electronics,East,82,353.99,0,Windy,0,308.48,Winter,2025
2025-01-29,P0092,Beauty,South,296,53.58,5,Sunny,0,46.43,Winter,2025
2025-01-29,P0093,Clothing,International,185,138.73,0,Cloudy,0,126.07,Winter,2025
2025-01-29,P0094,Home Appliances,South,0,325.07,0,Cloudy,1,263.97,Winter,2025
2025-01-29,P0095,Sports,South,153,119.53,0,Rainy,1,98.38,Winter,2025
2025-01-29,P0096,Clothing,North,418,59.57,5,Snowy,0,67.6,Winter,2025
2025-01-29,P0097,Beauty,East,299,1.0,0,Rainy,0,1.05,Winter,2025
2025-01-29,P0098,Electronics,Central,111,224.46,10,Windy,0,244.2,Winter,2025
2025-01-29,P0099,Home Appliances,South,40,297.11,0,Rainy,0,330.27,Winter,2025
2025-01-29,P0100,Clothing,Central,87,106.93,5,Sunny,0,93.58,Winter,2025
2025-01-30,P0001,Home Appliances,Central,43,263.59,5,Cloudy,0,214.99,Winter,2025
2025-01-30,P0002,Toys,South,0,71.08,0,Foggy,0,76.57,Winter,2025
2025-01-30,P0003,Clothing,Central,402,75.91,0,Cloudy,0,63.66,Winter,2025
2025-01-30,P0004,Groceries,East,505,53.44,0,Cloudy,0,56.7,Winter,2025
2025-01-30,P0005,Beauty,Central,366,43.69,5,Cloudy,1,48.19,Winter,2025
2025-01-30,P0006,Home Appliances,South,193,302.12,0,Cloudy,0,327.33,Winter,2025
2025-01-30,P0007,Clothing,North,254,40.12,0,Snowy,0,32.59,Winter,2025
2025-01-30,P0008,Electronics,Central,0,730.71,0,Cloudy,0,623.37,Winter,2025
2025-01-30,P0009,Sports,West,198,213.26,10,Snowy,0,217.24,Winter,2025
2025-01-30,P0010,Home Appliances,South,128,325.22,0,Cloudy,0,373.63,Winter,2025
2025-01-30,P0011,Toys,West,147,62.99,5,Sunny,0,53.07,Winter,2025
2025-01-30,P0012,Electronics,Central,67,443.39,10,Sunny,0,386.26,Winter,2025
2025-01-30,P0013,Clothing,North,239,72.4,5,Snowy,1,82.37,Winter,2025
2025-01-30,P0014,Toys,South,201,61.3,0,Rainy,0,50.68,Winter,2025
2025-01-30,P0015,Sports,South,45,150.25,10,Foggy,0,133.0,Winter,2025
2025-01-30,P0016,Beauty,North,325,66.02,0,Snowy,0,72.94,Winter,2025
2025-01-30,P0017,Clothing,Central,310,73.51,0,Cloudy,1,76.56,Winter,2025
2025-01-30,P0018,Sports,Central,107,1.0,0,Rainy,0,1.1,Winter,2025
2025-01-30,P0019,Clothing,East,120,78.65,0,Cloudy,0,84.35,Winter,2025
2025-01-30,P0020,Groceries,International,181,86.32,10,Sunny,0,73.85,Winter,2025
2025-01-30,P0021,Groceries,North,64,36.43,0,Snowy,0,39.67,Winter,2025
2025-01-30,P0022,Furniture,South,102,296.57,0,Snowy,0,261.55,Winter,2025
2025-01-30,P0023,Beauty,East,344,14.45,5,Rainy,0,14.12,Winter,2025
2025-01-30,P0024,Groceries,International,446,46.6,10,Rainy,0,44.48,Winter,2025
2025-01-30,P0025,Electronics,South,37,1.0,0,Sunny,0,1.13,Winter,2025
2025-01-30,P0026,Beauty,International,222,7.05,0,Cloudy,1,8.02,Winter,2025
2025-01-30,P0027,Electronics,West,94,453.97,0,Snowy,0,419.53,Winter,2025
2025-01-30,P0028,Electronics,West,144,422.9,0,Cloudy,0,382.36,Winter,2025
2025-01-30,P0029,Beauty,International,110,1.0,5,Sunny,1,0.89,Winter,2025
2025-01-30,P0030,Furniture,South,144,729.81,10,Cloudy,0,683.0,Winter,2025
2025-01-30,P0031,Home Appliances,West,214,245.85,5,Rainy,1,234.51,Winter,2025
2025-01-30,P0032,Home Appliances,North,74,279.09,0,Foggy,0,315.33,Winter,2025
2025-01-30,P0033,Beauty,West,0,63.91,10,Sunny,0,63.74,Winter,2025
2025-01-30,P0034,Groceries,South,152,11.97,0,Cloudy,0,12.44,Winter,2025
2025-01-30,P0035,Toys,Central,314,72.44,5,Sunny,0,72.14,Winter,2025
2025-01-30,P0036,Electronics,North,189,454.36,0,Snowy,1,448.94,Winter,2025
2025-01-30,P0037,Home Appliances,North,64,280.77,10,Snowy,1,301.12,Winter,2025
2025-01-30,P0038,Furniture,International,107,301.89,0,Foggy,0,277.24,Winter,2025
2025-01-30,P0039,Beauty,South,60,46.84,0,Rainy,1,42.82,Winter,2025
2025-01-30,P0040,Beauty,North,131,58.74,5,Snowy,0,63.53,Winter,2025
2025-01-30,P0041,Home Appliances,International,19,61.56,0,Foggy,0,50.23,Winter,2025
2025-01-30,P0042,Beauty,West,435,18.32,0,Sunny,1,18.22,Winter,2025
2025-01-30,P0043,Groceries,International,397,50.95,5,Rainy,1,49.69,Winter,2025
2025-01-30,P0044,Furniture,Central,43,159.33,10,Cloudy,0,152.01,Winter,2025
2025-01-30,P0045,Electronics,International,160,695.39,0,Cloudy,0,638.76,Winter,2025
2025-01-30,P0046,Electronics,International,67,361.82,0,Rainy,0,415.62,Winter,2025
2025-01-30,P0047,Sports,Central,315,96.43,5,Cloudy,0,108.31,Winter,2025
2025-01-30,P0048,Electronics,West,68,541.47,0,Rainy,1,543.14,Winter,2025
2025-01-30,P0049,Beauty,North,0,13.97,0,Snowy,1,15.71,Winter,2025
2025-01-30,P0050,Beauty,North,277,30.97,10,Cloudy,0,30.54,Winter,2025
2025-01-30,P0051,Electronics,International,202,81.2,0,Cloudy,1,87.93,Winter,2025
2025-01-30,P0052,Sports,South,23,187.66,0,Sunny,0,191.02,Winter,2025
2025-01-30,P0053,Beauty,North,158,62.53,0,Rainy,0,55.68,Winter,2025
2025-01-30,P0054,Electronics,West,93,477.42,10,Cloudy,0,491.57,Winter,2025
2025-01-30,P0055,Furniture,International,163,90.95,0,Cloudy,1,92.96,Winter,2025
2025-01-30,P0056,Groceries,East,159,34.49,0,Rainy,0,32.6,Winter,2025
2025-01-30,P0057,Furniture,West,44,200.88,0,Snowy,0,190.92,Winter,2025
2025-01-30,P0058,Electronics,International,0,536.65,0,Foggy,0,600.37,Winter,2025
2025-01-30,P0059,Clothing,International,270,86.37,0,Sunny,0,75.07,Winter,2025
2025-01-30,P0060,Toys,West,197,74.23,0,Snowy,0,75.93,Winter,2025
2025-01-30,P0061,Sports,East,211,160.37,0,Cloudy,0,147.64,Winter,2025
2025-01-30,P0062,Toys,Central,259,1.0,0,Snowy,0,1.06,Winter,2025
2025-01-30,P0063,Electronics,International,210,227.79,0,Sunny,0,210.93,Winter,2025
2025-01-30,P0064,Electronics,East,101,169.97,10,Sunny,1,180.92,Winter,2025
2025-01-30,P0065,Sports,West,210,142.82,5,Cloudy,0,117.16,Winter,2025
2025-01-30,P0066,Beauty,South,145,75.85,0,Snowy,0,67.6,Winter,2025
2025-01-30,P0067,Electronics,International,101,392.61,5,Sunny,0,404.03,Winter,2025
2025-01-30,P0068,Electronics,South,103,258.04,0,Cloudy,1,274.74,Winter,2025
2025-01-30,P0069,Groceries,East,191,33.53,0,Cloudy,1,28.64,Winter,2025
2025-01-30,P0070,Home Appliances,West,80,349.95,5,Cloudy,1,353.43,Winter,2025
2025-01-30,P0071,Toys,Central,184,96.32,5,Rainy,1,78.43,Winter,2025
2025-01-30,P0072,Toys,International,43,40.18,5,Cloudy,0,34.57,Winter,2025
2025-01-30,P0073,Beauty,International,16,1.0,10,Foggy,0,0.82,Winter,2025
2025-01-30,P0074,Toys,West,250,104.18,5,Snowy,0,99.89,Winter,2025
2025-01-30,P0075,Toys,West,228,57.2,10,Windy,1,55.69,Winter,2025
2025-01-30,P0076,Clothing,South,1,123.0,0,Cloudy,1,131.92,Winter,2025
2025-01-30,P0077,Furniture,North,78,403.72,0,Rainy,1,425.92,Winter,2025
2025-01-30,P0078,Furniture,West,118,119.99,5,Cloudy,0,126.01,Winter,2025
2025-01-30,P0079,Home Appliances,North,161,97.91,0,Snowy,0,93.54,Winter,2025
2025-01-30,P0080,Clothing,International,76,118.52,0,Sunny,1,105.6,Winter,2025
2025-01-30,P0081,Beauty,North,447,84.38,0,Rainy,0,87.67,Winter,2025
2025-01-30,P0082,Home Appliances,South,45,53.08,0,Sunny,1,55.33,Winter,2025
2025-01-30,P0083,Sports,South,80,245.83,5,Rainy,0,198.53,Winter,2025
2025-01-30,P0084,Beauty,Central,330,80.68,10,Sunny,0,83.57,Winter,2025
2025-01-30,P0085,Beauty,Central,311,37.23,5,Sunny,0,32.71,Winter,2025
2025-01-30,P0086,Furniture,International,83,103.15,0,Sunny,0,91.1,Winter,2025
2025-01-30,P0087,Sports,South,163,1.0,5,Sunny,0,1.09,Winter,2025
2025-01-30,P0088,Home Appliances,Central,53,224.34,10,Cloudy,0,222.08,Winter,2025
2025-01-30,P0089,Toys,West,34,6.64,5,Cloudy,0,7.56,Winter,2025
2025-01-30,P0090,Furniture,West,21,45.06,0,Cloudy,1,42.87,Winter,2025
2025-01-30,P0091,Clothing,West,150,61.07,0,Snowy,0,55.31,Winter,2025
2025-01-30,P0092,Toys,Central,437,27.85,0,Cloudy,0,25.88,Winter,2025
2025-01-30,P0093,Beauty,International,102,12.45,0,Cloudy,0,13.79,Winter,2025
2025-01-30,P0094,Home Appliances,West,290,233.19,5,Cloudy,1,231.19,Winter,2025
2025-01-30,P0095,Beauty,International,249,52.72,10,Rainy,0,45.46,Winter,2025
2025-01-30,P0096,Electronics,Central,212,450.34,0,Cloudy,1,459.88,Winter,2025
2025-01-30,P0097,Beauty,West,338,26.43,0,Rainy,0,28.08,Winter,2025
2025-01-30,P0098,Sports,North,72,56.74,10,Snowy,0,58.53,Winter,2025
2025-01-30,P0099,Groceries,Central,0,87.42,10,Cloudy,1,70.74,Winter,2025
2025-01-30,P0100,Beauty,Central,537,55.28,0,Foggy,0,54.22,Winter,2025
2025-01-31,P0001,Groceries,Central,296,5.64,5,Sunny,1,4.74,Winter,2025
2025-01-31,P0002,Home Appliances,East,120,331.97,0,Cloudy,1,274.25,Winter,2025
2025-01-31,P0003,Home Appliances,West,74,258.94,0,Sunny,0,285.83,Winter,2025
2025-01-31,P0004,Beauty,South,126,61.06,10,Cloudy,0,49.74,Winter,2025
2025-01-31,P0005,Furniture,South,50,234.12,10,Sunny,1,246.65,Winter,2025
2025-01-31,P0006,Electronics,West,138,1.72,0,Sunny,0,1.38,Winter,2025
2025-01-31,P0007,Groceries,International,274,33.47,10,Windy,1,31.89,Winter,2025
2025-01-31,P0008,Sports,West,290,279.47,5,Rainy,0,319.67,Winter,2025
2025-01-31,P0009,Toys,North,262,135.43,10,Snowy,0,155.15,Winter,2025
2025-01-31,P0010,Electronics,Central,79,348.25,0,Cloudy,1,303.58,Winter,2025
2025-01-31,P0011,Sports,West,86,11.19,5,Sunny,0,9.78,Winter,2025
2025-01-31,P0012,Toys,West,189,93.87,0,Cloudy,0,88.69,Winter,2025
2025-01-31,P0013,Toys,East,9,41.76,10,Rainy,1,41.77,Winter,2025
2025-01-31,P0014,Home Appliances,International,166,94.29,5,Sunny,0,83.88,Winter,2025
2025-01-31,P0015,Electronics,South,0,670.94,10,Snowy,0,688.94,Winter,2025
2025-01-31,P0016,Home Appliances,East,0,197.5,10,Sunny,0,182.97,Winter,2025
2025-01-31,P0017,Toys,West,318,61.59,5,Snowy,1,52.35,Winter,2025
2025-01-31,P0018,Furniture,Central,144,404.73,0,Cloudy,0,347.47,Winter,2025
2025-01-31,P0019,Groceries,Central,592,84.77,5,Sunny,1,74.22,Winter,2025
2025-01-31,P0020,Furniture,North,74,412.0,0,Snowy,1,411.74,Winter,2025
2025-01-31,P0021,Beauty,Central,419,93.86,0,Cloudy,0,97.64,Winter,2025
2025-01-31,P0022,Groceries,West,272,41.19,10,Rainy,1,45.0,Winter,2025
2025-01-31,P0023,Groceries,Central,536,56.43,5,Snowy,0,52.94,Winter,2025
2025-01-31,P0024,Groceries,East,195,99.28,0,Snowy,1,103.83,Winter,2025
2025-01-31,P0025,Groceries,North,251,84.98,0,Snowy,0,96.44,Winter,2025
2025-01-31,P0026,Furniture,South,59,395.63,0,Rainy,0,452.82,Winter,2025
2025-01-31,P0027,Beauty,South,96,41.35,10,Rainy,0,45.22,Winter,2025
2025-01-31,P0028,Electronics,South,8,752.39,10,Sunny,0,635.11,Winter,2025
2025-01-31,P0029,Furniture,West,40,137.49,10,Snowy,0,112.79,Winter,2025
2025-01-31,P0030,Clothing,Central,55,34.61,0,Cloudy,1,33.45,Winter,2025
2025-01-31,P0031,Sports,South,0,186.14,10,Cloudy,1,173.27,Winter,2025
2025-01-31,P0032,Toys,International,222,23.25,5,Rainy,1,25.12,Winter,2025
2025-01-31,P0033,Groceries,South,204,65.14,0,Cloudy,0,58.17,Winter,2025
2025-01-31,P0034,Sports,East,156,220.51,0,Rainy,0,194.36,Winter,2025
